zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
malleswaram,729250,Bhoomika Womens Clinic,General Gynecology,0,5ec24398-f482-43ba-9fb7-532d5a8c2346
malleswaram,730821,Sri Venkateswara Clinic,General Gynecology,0,0c5a1733-f193-4635-ae59-54c130be19c0
malleswaram,762443,Shiva Krupa Poly Clinic & Laboratory,General Gynecology; General Physician,0,aa0f4e93-1820-4cbc-9c80-63860c38819d
malleswaram,992361,My Doc Clinic,General Gynecology,0,245f9638-9b9b-4d99-a92f-767839cdf54c
malleswaram,1024913,Maruthi Clinic and Laboratories,General Gynecology,0,72642cc8-4b34-4a69-8df2-b31822cf8ec9
malleswaram,1032625,Chaitanya Clinic,General Gynecology,0,e1fb7cf8-165f-4d07-8aa4-58559da02111
malleswaram,1133738,Chaitanya Health Care,General Gynecology,0,e6178fb6-a499-4deb-b403-837eb07626da
malleswaram,1592105,Janani Fertility And Gyne Care,General Gynecology,0,69823be3-45e3-4a85-a29b-b09dcac7115b
malleswaram,1591348,Janani Fertility And Gyne Care,General Gynecology,0,c58d1e75-828a-44db-8970-30e7cbd49e44
malleswaram,1190901,Dr. Rao's Maternity clinic,General Gynecology,0,0e5fb518-1eca-4d60-aa0c-671f8d0fa188
malleswaram,1220195,Mahanth Clinic,General Gynecology,0,89aa93a9-5057-4606-8221-4ac430990db5
malleswaram,1134489,ShreeDevi polyclinic,General Gynecology,0,89b66561-7e47-41c6-afe3-404f53b38439
malleswaram,1585970,"Vivan Bone And Women Care, Ganganagar, Bangalore",General Gynecology; Orthopaedics,0,2fd6159f-71d5-4ab0-a8fd-85e3dfadfd5a
malleswaram,932958,Milann Fertility Hospital,General Gynecology,0,7d374444-8b34-46bc-bad9-d004de3d2ff6
malleswaram,1595708,Sunray clinic,General Gynecology,0,e5fc7de2-eb65-49fc-9f50-0cccb4c7a33d
malleswaram,1590895,SWASTIKA WOMENS SPECIALITY AND HEART CENTRE,General Gynecology,0,8100bf5b-53b8-47d6-9324-fe298c1a8f60
malleswaram,1260366,Swastik Speciality Clinic,General Gynecology; Orthopaedics,0,4a14cce3-3585-4ee7-928c-723a3aa8d9c3
malleswaram,1346962,Apoorva Speciality Clinic,General Gynecology,0,cc81d61a-34ea-4d21-ae07-7d93834b5dd2
malleswaram,1293236,Iswarya Fertility Centre,General Gynecology,0,1c0b4cd9-28b0-47c6-b1d1-eedd5539f8c4
malleswaram,1590346,Ashraya Medinova Pvt Ltd,General Gynecology,0,6b0014cf-20e3-40cf-a1e3-73464802d75d
malleswaram,1592934,Vanivilas Hospital BMCRI,General Gynecology; General Surgeon,0,540dc972-0bcf-48ab-96f0-d3f70f49dbb6
malleswaram,1458640,Proactive For Her,General Gynecology,0,85c0cd29-eaea-4835-aff6-909228b65575
malleswaram,1608834,PrimeFamily Healthcare and Diagnostics,General Gynecology; Orthopaedics,0,dc73264d-6249-408c-b8c3-6674c66ee51a
malleswaram,690318,Eye Clinic,General Ophthalmology,0,adb4d7c5-40e5-41d4-8e20-be02558b93d2
malleswaram,630872,Sharadha Eye Clinic,General Ophthalmology,0,6afb2e35-2542-4bba-ad6c-c4d46dfd90c9
malleswaram,630939,Vijaya Eye and Contact lens Clinic,General Ophthalmology,0,db6cfd38-c830-4f38-8594-5610a4d7b2a0
malleswaram,630978,Shankar's Eye & Contact Lens Clinic,General Ophthalmology,0,cab09c4a-0c5c-4f00-8563-dccaec9fc8f7
malleswaram,1139071,Omega Eye Care Centre,General Ophthalmology,0,55aff418-c692-4b4e-af74-70d18ce4685e
malleswaram,690242,Aashirwad Eye Clinic,General Ophthalmology,0,57abb762-250b-433f-bee8-f35ba98b3d69
malleswaram,638189,Balaji Clinic,General Ophthalmology,0,638ed9cc-53cc-4acd-a0b3-9140e1f7c0f5
malleswaram,708772,Anagam Eye Clinic,General Ophthalmology,0,ef98d06f-3e50-4b96-a725-bf071c4c849f
malleswaram,774914,Eye Clinic,General Ophthalmology,0,c069ede6-1cf0-4453-8b85-c5e778deef62
malleswaram,1268772,NCD Clinics,General Ophthalmology; General Physician,0,e58f1d27-a42d-40e5-a831-6d856f87517f
malleswaram,1156809,Prasad Eye Care Centre,General Ophthalmology,0,f55cc3ca-60ef-4e96-8f9b-64f10fda19b7
malleswaram,1163076,Seedi Eye Care Center,General Ophthalmology,0,a5661c4a-ab1e-4503-83b0-4232380f6e66
malleswaram,1288983,Avyuktha Eye Care,General Ophthalmology,0,48b9d8bf-c673-44b1-ab59-6cf17cb2b5cf
malleswaram,1322890,Sharma Nethralaya,General Ophthalmology,0,17485d5d-ba15-4925-96b9-2b7ce7ad6b6b
malleswaram,1372152,S.R.Gopal Rao Opticians and Optometrists,General Ophthalmology,0,cf86dee4-f315-4727-8cd6-ab62bb5f7fd6
malleswaram,615944,R V Clinic,General Pediatrics,0,afa1d3f2-536b-4a10-bba2-d69793c7c143
malleswaram,918376,Primary Mediacre cente,General Pediatrics,0,916615db-e1dc-4476-a75f-abbb86006221
malleswaram,918379,Raksha Hospital,General Pediatrics,0,8d53c42a-005f-4f3d-981e-54580bc0b1cb
malleswaram,884400,Rakshaa Children Clinic,General Pediatrics,0,acd7be79-23aa-4961-81a5-e36bcf348904
malleswaram,690229,Ranjana Children's &family Clinic,General Pediatrics,0,60754812-2b4a-4f09-91e9-45344546789f
malleswaram,841241,R R Health Clinic,General Pediatrics; General Physician,0,2214a784-8618-47f0-af0f-066dd746512d
malleswaram,630113,Shanbhag Hospital,General Pediatrics; Oncologist,0,4fb3b1d9-f0f2-4f9a-a1f8-8a1b7b84a1de
malleswaram,637543,Kids Health Clinic,General Pediatrics,0,f997b878-ee39-44d6-aae0-5416089350c6
malleswaram,695827,Raja Rajeshwari Medical Centre & Poly Clinic,General Pediatrics,0,d6c481c8-f2f0-43f5-a281-3ec40d56f22d
malleswaram,764706,Santhasa Child Care,General Pediatrics,0,98fb3eba-6f35-45a6-a3fd-9af415414548
malleswaram,688992,"Centre for Child Development and Disabilities, BEL Road",General Pediatrics,0,439a6071-29fa-4bcc-9482-5d84d18ec47f
malleswaram,1155414,Venus Kids Clinic,General Pediatrics,0,b00fc22a-dc57-4863-8d86-ac497ff255a3
malleswaram,1447348,Sai Ganesh Clinic,General Pediatrics,0,2197e97c-e88e-46ce-ab7f-492e8383e0f9
malleswaram,1600906,Bharath Health Care,General Pediatrics,0,676874fc-f739-4f09-af13-df9ea305b25a
malleswaram,2088319,New Manasa Children Hospital,General Pediatrics,0,ced42320-0e80-4442-b0d2-54266375fc6a
malleswaram,662663,Curad My Centre Diabetes,General Physician,0,cb4abcb8-41a1-49a1-8add-62ffe7b8defa
malleswaram,615483,Rajlakshmi Clinic,General Physician,0,dbbd8b53-90d4-4778-9916-e4fa387fef6f
malleswaram,615618,Bapu Clinic,General Physician,0,f644a562-dd93-4f5c-bc67-36892db9473f
malleswaram,615760,Jayashree Clinic,General Physician,0,7f031c3d-f9b3-4d83-b46c-c9b8622d629d
malleswaram,614786,Dr Aravind's Diabetes Centre,General Physician,0,49a6630d-a19e-41e9-90c8-86725feab559
malleswaram,1588381,Sri Manjunatha Clinic,General Physician,0,ed1533ea-155a-4191-bc25-8e477302a9c1
malleswaram,659741,Chetan Clinic,General Physician,0,a15b53e0-3cee-4853-8aea-6af01cb44cf9
malleswaram,1595608,Sanjeevani Clinic,General Physician,0,b18487ee-7dfe-4c6c-9424-d8a6ecc7c258
malleswaram,1589137,Ambika Clinic,General Physician,0,23b3defd-a84d-49a6-a289-d873f8e35b70
malleswaram,684365,Sharada Clinic,General Physician,0,5a4e4790-4b8f-41ed-a084-196094ef83df
malleswaram,642275,Sudha Clinic,General Physician,0,1d30b026-c911-4000-bb98-4cb025dafae2
malleswaram,683543,Kulkarni Clinic Align,General Physician,0,ef9e3ca6-21c5-4669-9444-8d5a27d7cd2b
malleswaram,639799,Ganga Clinic,General Physician,0,b033d8a5-488a-46ec-8bf5-19eac32a3e92
malleswaram,664090,Rohini Clinic,General Physician,0,4f973de7-51c1-4567-bffa-834db94fb931
malleswaram,662233,Vijaya Clinic,General Physician,0,2fc652d5-3769-4bde-be69-aca34ec3544b
malleswaram,1292160,Shree Raghavendra Clinic,General Physician,0,a7c085a6-8b8a-4940-9ea3-19efd89d8ed1
malleswaram,690262,Shree Raghavendra Clinic,General Physician,0,6a5bcf87-965b-4498-aa5b-1d84ed70565a
malleswaram,659225,Navarang Heart Rythm Solution,General Physician,0,bf90bdfc-1508-4684-9af8-5ce453ff4fec
malleswaram,616781,Sri Srinivasa Polyclinic,General Physician,0,c9a12fb2-70c9-4571-a3c7-0e27ec3bbaac
malleswaram,636462,RMV Diagnostic Centre,General Physician; General Surgeon,0,f8032bbe-66ac-47f8-abc6-5779a90e8e3e
malleswaram,691152,Vaasu Clinic,General Physician,0,00cd4ad5-85a5-437e-a303-9cf506682d92
malleswaram,661535,Shubha Clinic,General Physician,0,418fc55b-25f4-4af1-be69-93fe46a530a2
malleswaram,663313,Dr. Suresh Iyer Clinic,General Physician,0,2b2fe62e-9478-4a6a-9871-8b773f15a1b4
malleswaram,663331,Sri Rama Diagnostic Centre,General Physician,0,66d237e5-61f8-401d-9d97-0d22aa6d0f5c
malleswaram,665154,M.P.Clinic,General Physician,0,c2afaa50-2d58-4bb6-b864-e74f479d3173
malleswaram,665169,Shree Maruthi Clinic,General Physician,0,d6cd3626-903c-4a14-b05f-1a25e5dc26a0
malleswaram,1273700,RMV diagnostic center,General Physician,0,93c924e3-8b04-469a-b631-3eee91600364
malleswaram,636325,Sri Lakshmi Clinic,General Physician,0,181d9bcc-137c-435c-882c-893f908492e3
malleswaram,639506,Hegde's Health Care,General Physician,0,c80601d4-10c4-4cc9-a796-ea212ef1ce0a
malleswaram,688873,Sri Ramachandra Clinic,General Physician,0,27646122-377c-4bbf-a034-9ab209ab53cc
malleswaram,739174,Mathru Shree Diagnostics & Fertility Center,General Physician,0,c3f73d20-24d3-43ec-8a48-6a4688967c4a
malleswaram,657691,Shree Clinic,General Physician,0,c6317118-235b-414a-ba41-a86899126b7a
malleswaram,642020,Subramanya Clinic,General Physician,0,a5e537b5-f72b-4aa5-82ff-6c142a77da02
malleswaram,1587243,Gayathri Clinic,General Physician,0,100eaaa3-421e-4bd7-8f1b-c4df40acf9b7
malleswaram,1151082,Gayathri clinic,General Physician,0,04e0e7b6-5097-4b1e-b9ce-2a92e76dbb0a
malleswaram,707611,IDCC  (Ideal Diabetes Care Center),General Physician,0,2bbc3ac9-5643-47c3-bba8-e7a5971dc499
malleswaram,1172449,Diawell clinic,General Physician,0,c74c3cd9-dce3-46fb-892e-652e27407fe3
malleswaram,730283,Subha Clinic,General Physician,0,e4254777-eee1-4e26-b446-b4d64a0710cf
malleswaram,731431,Gurukrupa Clinic,General Physician,0,91c3ca06-cc2a-4c9c-bd44-01f2c15103f2
malleswaram,753164,Lakshmi Health Clinic,General Physician,0,130423bc-4a8e-452a-9af1-663055af26f8
malleswaram,1595257,Danvantari Clinic,General Physician,0,1644bf8c-5849-4fa4-828e-ec56f3030365
malleswaram,765195,Medicare Clinic,General Physician,0,dcd3a8a0-6773-4f23-a53b-b7ccb3139d76
malleswaram,768722,Balaji Clinic,General Physician,0,af3ecf92-33ae-4c3a-87d7-ac4edc0c5870
malleswaram,1593423,MEDIVISION HOSPITALS,General Physician,0,e398a647-b28a-4d1e-b4f4-d72ce32c9476
malleswaram,770777,Sarvodaya Clinic,General Physician,0,fb6c2200-5423-4a1e-b815-cc142ab11827
malleswaram,769973,Radhakrishna Clinic,General Physician,0,25b5ef37-712a-42b8-933d-e29d9293b4fc
malleswaram,1592911,Pushpa Clinic,General Physician,0,0f8379f6-b918-440f-a2cb-4b64d0b0ba37
malleswaram,755563,Nandini Health Care Centre,General Physician,0,8cb164a3-2ae6-4ab8-b09f-b8a0dcb8eec6
malleswaram,1605695,Sugar.Fit Diabetes Centres For Excellence,General Physician,0,74474f54-add1-408e-922e-c602b7ec66cf
malleswaram,836228,Ananya Hospital,General Physician,0,ea168fd8-e7c6-4a76-a152-841eb346a0cf
malleswaram,859511,Sumukha Clinic,General Physician,0,f9ebdbe6-8af0-4533-92d5-ec121a0474e2
malleswaram,638122,Balaji Nursing Home,General Physician,0,7e801a37-8fb7-49da-9877-32fce2a7d911
malleswaram,734482,Vijaya Clinic,General Physician,0,1267e332-ca40-4ff1-b8dd-1c8fdc656b94
malleswaram,1233220,Family Tree Clinic,General Physician,0,eb588a4c-a2fd-4840-baad-2f02faed66f1
malleswaram,1124285,Sree Sai Clinic,General Physician,0,fd127efb-2744-4d46-9b0e-b8020118e84a
malleswaram,1132315,Masterminds International,General Physician,0,24cd599b-382b-404c-a27d-8f76d6ac644f
malleswaram,1138812,Kishore's Clinic,General Physician,0,49423b85-4026-4116-99ed-39093c33fb36
malleswaram,1130405,The Family Doctor,General Physician,0,c7e6cad1-a520-45b7-aa18-fb96ca245f1f
malleswaram,1146620,Skanda Speciality Clinic,General Physician,0,ed95c8fe-078b-4837-9479-c7e00fcd8331
malleswaram,639504,Srikanth Clinic,General Physician,0,685a3efe-9ac4-411c-9ce2-c7e3d3ce60b8
malleswaram,1170140,Indo Malaysian Health Care,General Physician,0,df2a7cfc-38ab-4625-8ba0-82cdbba608d5
malleswaram,1192250,Shradha Eye Care,General Physician,0,cd2ccd36-52cb-4a3b-83ca-4c6d5be4d2eb
malleswaram,1196611,Vasundhara Clinic,General Physician,0,e505a457-c00a-40db-a593-119441975ab1
malleswaram,1257651,Primary Health Clinic,General Physician,0,d747a693-f6cb-4965-bcb6-02557ad2c613
malleswaram,1266576,Farid Pharma And Clinic,General Physician,0,14384bff-7547-4066-8485-af1034222c2c
malleswaram,1445237,Malliga Health Care,General Physician,0,18ef0f41-05a6-4ec9-b4d7-65b3d12c2119
malleswaram,1271293,Al-Ameen Hospital,General Physician,0,3b285c92-058e-4e24-af2b-40af9db164ee
malleswaram,1300862,Balaji Polyclinic,General Physician,0,9338746d-b5be-46d6-8332-0f6c7456af36
malleswaram,1325336,Pen Clinic,General Physician,0,8cc6f152-91ac-4a3e-81ea-2e852ccc058c
malleswaram,1336231,Dr. Kalavathi Clinic,General Physician,0,95f3619e-6eb9-484e-b974-13f5a250c574
malleswaram,1258491,Medall Clumax,General Physician,0,a8369a0b-22a5-41cc-a25e-f4705284ac3c
malleswaram,1348703,Chandra Nilaya,General Physician,0,b447d46c-c1b5-4348-9dc6-3eaaa27c1b4c
malleswaram,1342695,Dr Friday Healthcare Private Limited,General Physician,0,56632461-9e39-4bdb-bd6d-3b40bff4761e
malleswaram,617305,Y S Diagnostics,General Physician,0,6686b764-21cf-4242-891f-244ebcc2c445
malleswaram,729885,Anagha Polyclinic & Diagnostics,General Physician,0,90cd6910-f394-4c15-90d4-b890530c7e3a
malleswaram,1347312,AVIGNA MEDI POINT,General Physician,0,cf852ea5-107f-4952-a5f3-ce1107966521
malleswaram,1358474,Rubix Clinic,General Physician,0,6e19ff67-a0b9-4452-b111-02fcb19b29f6
malleswaram,1366082,Sri Narayana Clinic - Diabetes And Healthcare Centre,General Physician,0,7ef85faf-f66c-4f50-a3fd-c9f70aea118c
malleswaram,1372219,Star Family Clinic,General Physician,0,ac2860eb-b75e-477c-92d3-d42a41e69d58
malleswaram,1375271,Mamta Hospital,General Physician,0,555d6d32-170a-4546-9375-c54899d5083b
malleswaram,1383122,Sri Rayara Clinic,General Physician,0,3f275a43-8c9a-48ad-87fa-f65bbc0f5648
malleswaram,1585769,Dr.Madhu Poly Clinic,General Physician,0,27f6019f-246b-40ee-a456-b555483a457e
malleswaram,1407219,Olympus Diagnostics Centre,General Physician,0,3b75937f-81b5-4ab1-a65b-b463fa10253b
malleswaram,1408592,Dr Sunitha B - Diabetes and Endocrinology Clinic,General Physician,0,e0a6a3e0-5383-423f-88ab-0262f52b6cbc
malleswaram,1416739,Varalakshmi Clinic,General Physician,0,5e1f5315-d6d7-47a9-9bb9-742ad061a3e6
malleswaram,1424934,Sri Balaji Clinic,General Physician,0,f8acd1ab-0190-420c-81e1-87c6405f2db4
malleswaram,1427762,Dr. Srees Asthetics,General Physician,0,e10b866a-1787-4ce1-8c17-71f14bba0f32
malleswaram,645842,Mahesh clinic,General Physician,0,08e7fe16-0697-4680-bee9-aa6f29dfc26e
malleswaram,1447002,Narayana Clinic & Diagnostics,General Physician,0,6a27afa4-cd1e-407f-ab9c-7314a8cb2816
malleswaram,737754,Raghavendra Clinic,General Physician,0,3b481eab-ed0b-4e3b-97e7-a30f883fb233
malleswaram,1594398,Kalyani Clinic,General Physician,0,67b890db-02ff-4c1c-add5-278bd0898e84
malleswaram,1600537,Ram Consultantancies Clinic,General Physician,0,6ea62731-a780-4a4b-b166-c85f6b8cf229
malleswaram,1601103,ARASU Clinic,General Physician,0,379a92db-9be2-4639-a128-62569caf5075
malleswaram,1446723,Nirvaan Diagnostics,General Physician; Radiology,0,5e8d15cb-4c6c-4ff8-9a4f-14c4522ef756
malleswaram,656618,Sri Sai Clinic & Maternity Home,General Physician,0,eacf4598-8024-4646-af00-968c059d7fe1
malleswaram,687257,Victory Nursing Home,General Physician,0,728494c0-34af-4063-824f-89268d055b6c
malleswaram,1604769,Prime Health Clinic,General Physician,0,300758fe-ca20-4034-a304-7ea7fd6f5963
malleswaram,2076476,MedRx Family Clinic,General Physician,0,4c715e0a-2651-44e9-a261-0097368e2b6d
malleswaram,2086213,Raj Clinic,General Physician,0,675b4236-9cdc-4445-9c8c-0fbf757912d9
malleswaram,637636,Smruti Clinic,General Psychiatry,0,1cea9447-9f7a-40f6-86d2-f2e6f5b45be4
malleswaram,1120557,Medicare diagnostics,General Psychiatry,0,8948ae9e-1113-4dde-a271-b9abfdfd6997
malleswaram,1024767,SINGAPORE,General Psychiatry,0,f02132fa-fae4-4938-a2ea-a680108b7607
malleswaram,1133994,Sri Padma Clinic,General Psychiatry,0,61de95e1-2037-448c-8fa8-dd856daa75a5
malleswaram,1179447,MindPower,General Psychiatry,0,26dd006c-f251-497a-9488-8adcba56431d
malleswaram,1268149,Tri Nethra Foundation,General Psychiatry,0,bb32e403-a49d-4f27-a3b4-6ff390da2077
malleswaram,1413893,Swayam Analytics Pvt Ltd,General Psychiatry,0,90ede0a1-b571-45f3-803f-30c7fc870afa
malleswaram,1313175,The Marriage Fit,General Psychiatry,0,8c810edc-7e78-45b0-bb59-a5ac9265bff1
malleswaram,1474788,The Marriage Fit-BEL,General Psychiatry,0,e807ce3b-c3af-4f24-913d-b2200a6b8590
malleswaram,2075422,Mind Matters,General Psychiatry,0,13727098-8286-4fe5-9792-6bda9bd79698
malleswaram,1249480,Anil Mehta Surgical Clinic,General Surgeon,0,0be174ec-37d9-4ac3-9798-3afdab24f0b9
malleswaram,653055,Anil Surgical Clinic,General Surgeon,0,b3ce6a3b-38cb-4653-bff0-80637541883c
malleswaram,739671,Lakshmi Multi Speciality Hospital,General Surgeon; Oncologist; Urologist,0,9d484730-b831-4a2a-814f-f40f659fb109
malleswaram,638087,J P Prasad Nursing Home,General Surgeon,0,cb8ec7c2-c6d4-4a79-9528-7227896eb357
malleswaram,636788,Sweet Clinic And Laboratary,General Surgeon,0,c7c8efb4-b5e3-407c-b123-f2f935b27e4b
malleswaram,924214,Consultant @ MSR New Bel Road,General Surgeon,0,d0c8cca4-6d4d-4fe7-8b03-0d45e73c2b22
malleswaram,628880,Medicare Clinic,General Surgeon,0,14d294b5-b494-4b33-8a6d-1910ece09cab
malleswaram,695401,Rajkumar Diagonostics,General Surgeon,0,a6955e6a-6b65-495a-9013-372153ad97e8
malleswaram,731351,Dr. K. N. Srikanth @ Mallige Medical Centre,General Surgeon,0,0e68d59c-1fb2-4aea-88ab-428d220ddbbc
malleswaram,761655,Laxmi MultiSpeciality Hospital,General Surgeon,0,cb56a61b-2e6d-45c2-b357-1b6480c35e2e
malleswaram,1130172,Meditech Kidney Stone Centre,General Surgeon,0,ec4cec4e-53ac-4710-915f-7cd3dfda7b00
malleswaram,1141373,Om Sai Clinic,General Surgeon,0,99fe5779-0825-4870-893f-2fa1b93790bb
malleswaram,1303738,metropath lab,General Surgeon,0,ca0c936d-0a34-4000-a15e-e35cad676b6a
malleswaram,1349748,ASCLEPIUS,General Surgeon,0,df82f6a6-e420-43a3-81aa-07b2698bf517
malleswaram,1354778,Vishruth Orthopedic Centre,General Surgeon,0,8c72d442-f1aa-4966-90a8-0b12437f15c8
malleswaram,1460699,Shreyas Hospital,General Surgeon,0,4157e4a3-29fa-4441-85bb-66cd0e34b78a
malleswaram,1692003,Even Clinic,General Surgeon,0,cc2377a0-9847-4c61-8f50-daac980cf3f9
malleswaram,650024,Bangalore Homoeo Clinic,Homeopathy,0,fdc66579-98f0-41a4-9c74-c433c1d1f9fe
malleswaram,653159,Jain Homoeo Clinic,Homeopathy,0,5cf74c4e-7cec-4178-83eb-f6f419dba0cc
malleswaram,1596146,Victory Homoeo Specialty Clinic,Homeopathy,0,d07acd4b-6309-4464-8f7f-8f2f3ca5e09c
malleswaram,627972,Srinidhi Homoeo Clinic,Homeopathy,0,5815385c-f412-4644-99a9-78c1f78708ad
malleswaram,635322,Vignesh Homeo Clinic,Homeopathy,0,33cd1008-9dda-4482-b5f9-3e4b8b27830c
malleswaram,1237348,ShradhdhaCures,Homeopathy,0,2c161586-78d5-45a1-9d60-9cec73ad38c5
malleswaram,1026619,Dr Batra's Positive Health Clinic Pvt Ltd,Homeopathy,0,548cf287-fb43-4bd3-8c86-0023f7161d41
malleswaram,1148895,Bhavat Homoeopathy,Homeopathy,0,4aaf91b5-5634-4424-921c-7c5002f52b1a
malleswaram,1108940,Rich Care Homeopathy Clinic,Homeopathy,0,736ca2f7-913c-44bf-91fe-98f79bdcb5e7
malleswaram,1157898,Curebot Homeopathy,Homeopathy,0,1aa78d66-c39a-4098-ac02-4d6305960c9c
malleswaram,1236314,Madhu Homoeo Clinic,Homeopathy,0,8e5ccf79-c979-4412-ab2d-91a86e6a7793
malleswaram,1379109,Precise Homeopathy,Homeopathy,0,754b6f07-6e2f-4e01-ab7c-23e9b739f8ae
malleswaram,1160994,Homeocare International,Homeopathy,0,efee2fb7-84c3-4936-9c79-d16a1b897fce
malleswaram,1362444,Jahnavi Homeo Clinic,Homeopathy,0,bb6e5995-e7a6-45b1-9be0-799ca054413e
malleswaram,1392291,Dr Goutham's Homoeo Care,Homeopathy,0,19573ca0-22cd-4c3f-8c8f-bb1dbe44664b
malleswaram,1435972,Vaasi Healthcare,Homeopathy,0,1589181b-3a2b-4583-8ac7-7c046a218af7
malleswaram,1440896,Kalpashree Homoeo Clinic,Homeopathy,0,640108c1-ea02-4497-9cae-931d3d86453a
malleswaram,1692373,Swasthya Homeo Care,Homeopathy,0,ce5a5274-25e2-436e-85eb-aa981f554f22
malleswaram,2164209,Dr Deepthi Homeopathy Clinic,Homeopathy,0,de5809b8-c0a8-46b8-85aa-91f09dacfe9f
malleswaram,1468818,Dr. Bhavyas Speciality Clinikk,Nephrologist,0,598132a9-3370-4b1f-b061-3a8c2954ce2c
malleswaram,1159745,Mathrushree Neuro Clinic,Neurologist,0,6779e5e2-58e6-4a78-a9a5-c49491b77102
malleswaram,1160744,SUMITRA CANCER CONSULTANTS,Oncologist,0,bda8f876-e869-4b21-8a86-9ad6e0a0575a
malleswaram,996968,Medical Oncologist,Oncologist,0,54294df2-d8af-4683-aca3-d690c616b852
malleswaram,1692899,Sarah Hemato-Oncology Clinic,Oncologist,0,d67da319-8bbe-4a52-a856-fe2a808a37c9
malleswaram,1455814,Ray Speciality Clinic,Oncologist,0,e4958835-cac0-4b4d-aba2-bcfb3b52ba97
malleswaram,785307,HCG Hospital,Oncologist,0,e6f157b8-5f1e-415b-a7ca-b505db1cca20
malleswaram,1586296,Prakash Clinic,Orthopaedics,0,ce0042a2-9fb1-4688-8775-c4c25c0ac673
malleswaram,630989,Ananya Hospital,Orthopaedics,0,cdabcff7-d06c-41d4-8093-fc29d18e7ed0
malleswaram,883658,Bone and Joint Clinic,Orthopaedics,0,eefaccd7-5cd8-4777-bf04-0da95b1fab3b
malleswaram,637912,Jantha Clinic,Orthopaedics,0,b4a217fa-c8e9-46e9-b011-e06af3218959
malleswaram,639665,Panchamukhi Orthopaedic Centre,Orthopaedics,0,42fe5de6-2e54-4fec-8e3b-29a486d9adce
malleswaram,691502,Sunhanda Clinic,Orthopaedics,0,d7fe03f1-a643-4c09-bb26-706af16738e7
malleswaram,644791,Sri Balaji Bone and Joint Clinic,Orthopaedics,0,72f8e220-20b5-4e94-b74c-64f0cb07620a
malleswaram,665275,Veda Clinic & Lab,Orthopaedics,0,cd342e35-4c6f-4a93-a371-dab06d4c5645
